text_id	text	task_1	task_2	task_3
hasoc_hi_204	¶¶खनकती चूड़ियाँ और छनकती पायल  मोहब्बत की मौशिकी में साज होते हैं¶¶¶  ~#साहिब१     #चूड़ी  #शब्दनिधि  #हिंदी_शब्द	NOT	NONE	NONE
hasoc_hi_7724	श्रीलंका का एक और विकेट गिरा, तिसारा परेरा 21 रन बनाकर हुए आउट #SLvsSA #ICCWorldCup2019	NOT	NONE	NONE
hasoc_hi_3897	World Cup:  बेकार गया #RohitSharma का शतक, #england ने 31 रनों से हराकर रोका #India का विजयरथ    #ENGvsIND #IndvsEng #WorldCup2019	NOT	NONE	NONE
hasoc_hi_3471	सरदार के नाम पर कलंक है ये भड़वा @sherryontopp	HOF	PRFN	TIN
hasoc_hi_4537	अरे चूतिया तेरा सड़े दिमाग के सोच के बाहर है मोदीजी की विचार तुम जैसे घटिया शैतान क्या जाने सिर्फ ट्राइबल महिला का बलात्कार करने सिवा खजलिवाल बीवी सोती है सिसुदिया के साथ और तेरेलिये बच्चे पैदा करती क्योंकि लुंड तेरा बोबीटीज़ करदिया गया है	HOF	PRFN	UNT
hasoc_hi_2946	भीषण गर्मी के बीच दिल्ली में बिजली की मांग भी बढ़ गई है	NOT	NONE	NONE
hasoc_hi_2048	डॉ.पायल की ख़ुदकुशी, डॉ.कफ़ील को जेल और महाराष्ट्र में पिटने पर कंधे उचकाए,  कोलकाता में पिटाई पर हड़ताल कराए!  डॉक्टर हो या ईवीएम?	NOT	NONE	NONE
hasoc_hi_978	मणिशंकर अय्यर ने जताई कड़ी नाराजगी।    उन्होंने ने कहा कि मोदी जी ने अपने भाषण में अपने को नाली का कीड़ा, बन्दर, वायरस, दाऊद, हिटलर, नालायक बेटा, रेबीज से पीड़ित बन्दर, झूठ का सौदागर, रावण, सांप, बिच्छू इत्यादि सब कुछ बोला सिवाय मेरे द्वारा सर्टिफाइड #नीच शब्द के।	NOT	NONE	NONE
hasoc_hi_874	मोदी की गांड में दम है तो संसद में ' बन्दे मातरम ' का अपमान करने वालों पर कारबाई करे ! देश का अपमान करने वाले औबैसी और उसके भाई पर कारबाई करके दिखाए।	HOF	PRFN	TIN
hasoc_hi_6035	मेरा लुंड गया गया बेहेन की चुत में 	HOF	PRFN	UNT
hasoc_hi_5944	तू भी तो भड़वा ही है भाया। तेरे तो २ करोड़ भी नहीं।  भाड़ में घुसकर मर लंका पति @RadheramanRm	HOF	PRFN	TIN
hasoc_hi_1537	हर एक #बॉय की दिल की     ख्वाइश होती है ?……..    खुद #कितने बड़े #कमिने होंगे     पर #लड़की शरीफ ही #चाहिए !!    	NOT	NONE	NONE
hasoc_hi_4662	मुबारक हो, जितने भी हिजरे हैं वो दिल्ली में ही रहते हैं चाहे वो सरकार हो,मीडिया हो चाहे वो दिल्ली के हिंदू हो और सिक्स पैक वाले नामर्द लड़के हो।और हिजरे की तो सरकार है ही,हरामी लोग दिल्ली को रेपिस्ट स्टेट और क्राइम का अड्डा बना दिया है, मेहरबानी है कि पीएम भी वहीं रहते हैं।	HOF	OFFN	TIN
hasoc_hi_4608	एसे #नीच और #घटिया लोगो को #चौराहे पर   सबके सामने #फांसी टाँग दो,,   ओर पुरे #देश मे #लाइव दिखाओ ।	HOF	OFFN	TIN
hasoc_hi_6101	अख़बार पढ़ने की ऐसी लगन..!!!! एक आटो चालक.. जैसे ही सिग्नल लाल हुई अख़बार निकाला.. अग़ल बग़ल की उपस्थिति से बेख़बर.. देश क्यू नही जागेगा !!!! @BJP4Delhi	NOT	NONE	NONE
hasoc_hi_1434	Live : हर बार मुश्किलों के बावजूद मुंबई के हालात क्यों नहीं बदलते ?    #MumbaiRainsLiveUpdates #MumbaiRainlive #MumbaiRain      https://zeenews.india.com/hindi/live-tv 	NOT	NONE	NONE
hasoc_hi_6155	Pahle aap Pappu ke stah ab bua ke sath aapka bhi self kuch hai ya nahi	NOT	NONE	NONE
hasoc_hi_4701	Pics of the year   Main akela hi chala tha janib -e- manzil magar,  Log aate Gaye #Karwan banta Gaya ,,    Alhamdu Lillah @asadowaisi sahab ke karwan ki shuruwat ho gayi     @imtiaz_jaleel @shaukat_aimim @bilaljaleel_	NOT	NONE	NONE
